abstract,title,pmc,pmid,publication_year
"Background Cardiac involvement in sarcoidosis is associated with a poor prognosis. In patients with right sided heart failure, differentiating between cor-pulmonale, or cardiac sarcoidosis has important implications to management. Case presentation We present the case of a patient with severe but stable pulmonary sarcoidosis and new onset right sided heart failure despite only mild elevations of pulmonary artery pressure. CMR demonstration of extensive right ventricular fibrosis with associated dilatation and hypokinesis was a key finding for prognosis and management of the patient. Conclusion Cardiac magnetic resonance (CMR) is the preferred investigation in the diagnosis of cardiac sarcoidosis, allowing assessment of myocardial inflammation and fibrosis, as well as function, in a manner not matched by other technologies.",Utility of cardiac magnetic resonance in assessing right-sided heart failure in sarcoidosis,3600993,23311586.0,2013
"Background The purpose of this study was to evaluate the utility of a noninvasive ultrasound-based method, vibro-acoustography (VA), for thyroid imaging and determine the feasibility and challenges of VA in detecting nodules in thyroid. Methods Our study included two parts. First, in an  in vitro  study, experiments were conducted on a number of excised thyroid specimens randomly taken from autopsy. Three types of images were acquired from most of the specimens: X-ray, B-mode ultrasound, and vibro-acoustography. The second and main part of the study includes results from performing VA and B-mode ultrasound imaging on 24 human subjects with thyroid nodules. The results were evaluated and compared qualitatively. Results In vitro  vibro-acoustography images displayed soft tissue structures, microcalcifications, cysts and nodules with high contrast and no speckle. In this group, all of US proven nodules and all of X-ray proven calcifications of thyroid tissues were detected by VA.  In vivo  results showed 100% of US proven calcifications and 91% of the US detected nodules were identified by VA, however, some artifacts were present in some cases. Conclusions In vitro  and  in vivo  VA images show promising results for delineating the detailed structure of the thyroid, finding nodules and in particular calcifications with greater clarity compare to US. Our findings suggest that, with further development, VA may be a suitable imaging modality for clinical thyroid imaging.",thyroid vibro-acoustography: a pilot study,3618245,23530993.0,2013
"Background To evaluate the inter-study, inter-reader and intra-reader reproducibility of cardiac cine and scar imaging in rats using a clinical 3.0 Tesla magnetic resonance (MR) system. Methods Thirty-three adult rats (Sprague–Dawley) were imaged 24 hours after surgical occlusion of the left anterior descending coronary artery using a 3.0 Tesla clinical MR scanner (Philips Healthcare, Best, The Netherlands) equipped with a dedicated 70 mm solenoid receive-only coil. Left-ventricular (LV) volumes, mass, ejection fraction and amount of myocardial scar tissue were measured. Intra-and inter-observer reproducibility was assessed in all animals. In addition, repeat MR exams were performed in 6 randomly chosen rats within 24 hours to assess inter-study reproducibility. Results The MR imaging protocol was successfully completed in 32 (97%) animals. Bland-Altman analysis demonstrated high intra-reader reproducibility (mean bias%: LV end-diastolic volume (LVEDV), -1.7%; LV end-systolic volume (LVESV), -2.2%; LV ejection fraction (LVEF), 1.0%; LV mass, -2.7%; and scar mass, -1.2%) and high inter-reader reproducibility (mean bias%: LVEDV, 3.3%; LVESV, 6.2%; LVEF, -4.8%; LV mass, -1.9%; and scar mass, -1.8%). In addition, a high inter-study reproducibility was found (mean bias%: LVEDV, 0.1%; LVESV, -1.8%; LVEF, 1.0%; LV mass, -4.6%; and scar mass, -6.2%). Conclusions Cardiac MR imaging of rats yielded highly reproducible measurements of cardiac volumes/function and myocardial infarct size on a clinical 3.0 Tesla MR scanner system. Consequently, more widely available high field clinical MR scanners can be employed for small animal imaging of the heart e.g. when aiming at serial assessments during therapeutic intervention studies.",Reproducibility of small animal cine and scar cardiac magnetic resonance imaging using a clinical 3.0 tesla system,3878577,24345214.0,2013
"Background Previous data using T1-weighted MRI demonstrated neck muscle fat infiltration (MFI) in patients with poor functional recovery following whiplash. Such findings do not occur in those with milder symptoms of whiplash, chronic non-traumatic neck pain or healthy controls, suggesting traumatic factors play a role. Muscle degeneration could potentially represent a quantifiable marker of poor recovery, but the temporal constraints of running a T1-weighted sequence and performing the subsequent analysis for muscle fat may be a barrier for clinical translation. The purpose of this preliminary study was to evaluate, quantify and compare MFI for the cervical multifidus muscles with T1-weighted imaging and a more rapid quantitative 3D multi-echo gradient echo (GRE) Dixon based method in healthy subjects. Methods 5 asymptomatic participants with no history of neck pain underwent cervical spine MRI with a Siemens 3 Tesla system. The muscle and fat signal intensities on axial spin-echo T1-weighted images were quantitatively classified for the cervical multifidii from C3-C7, bilaterally. Additional axial GRE Dixon based data for fat and water quantification were used for comparison via paired t-tests. Inter-tester reliability for fat and water measures with GRE images were examined using 1) Pearson’s Intra-class correlation coefficient 2) Bland-Altman Plots and 3) Lin’s-Concordance Coefficient. P < 0.05 was used to indicate significance. Results Total mean (SD) MFI (C3-C7) for the multifidii obtained with T1-weighted imaging and GRE were 18.4% (3.3) (range 14-22%) and 18.8% (2.9) (range 15-22%), respectively. The Pearson correlation coefficients for inter-tester reliability on the GRE sequences for the C3-C7 multifidii ranged from .83 - .99, indicating high levels of agreement with segmental MFI measures. Bland-Altman Plots revealed all data points were within 2 SDs and concordance was established between 2-blinded raters, suggesting good agreement between two raters measuring fat and water with GRE imaging. Conclusions Results of this preliminary study demonstrate reliability between 2 raters of varying experience for MRI analysis of MFI with 3D GRE MRI. The quantification of MFI for healthy cervical musculature is comparable to T1-weighted images. Inclusion of larger samples of symptomatic data and histological comparison with the reference standard biopsy is warranted.",Quantification of cervical spine muscle fat: a comparison between T1-weighted and multi-echo gradient echo imaging using a variable projection algorithm (VARPRO),3847132,24020963.0,2013
"Background Automatic cancer diagnostic systems based on histological image classification are important for improving therapeutic decisions. Previous studies propose textural and morphological features for such systems. These features capture patterns in histological images that are useful for both cancer grading and subtyping. However, because many of these features lack a clear biological interpretation, pathologists may be reluctant to adopt these features for clinical diagnosis. Methods We examine the utility of biologically interpretable shape-based features for classification of histological renal tumor images. Using Fourier shape descriptors, we extract shape-based features that capture the distribution of stain-enhanced cellular and tissue structures in each image and evaluate these features using a multi-class prediction model. We compare the predictive performance of the shape-based diagnostic model to that of traditional models, i.e., using textural, morphological and topological features. Results The shape-based model, with an average accuracy of 77%, outperforms or complements traditional models. We identify the most informative shapes for each renal tumor subtype from the top-selected features. Results suggest that these shapes are not only accurate diagnostic features, but also correlate with known biological characteristics of renal tumors. Conclusions Shape-based analysis of histological renal tumor images accurately classifies disease subtypes and reveals biologically insightful discriminatory features. This method for shape-based analysis can be extended to other histological datasets to aid pathologists in diagnostic and therapeutic decisions.",Histological image classification using biologically interpretable shape-based features,3623732,23497380.0,2013
"Background Non-invasive imaging of the biodistribution of novel therapeutics including gene therapy vectors in animal models is essential. Methods This study assessed the utility of high-frequency ultrasound (HF-US) combined with biofluoresence imaging (BFI) to determine the longitudinal impact of a Herpesvirus saimiri amplicon on human colorectal cancer xenograft growth. Results HF-US imaging of xenografts resulted in an accurate and informative xenograft volume in a longitudinal study. The volumes correlated better with final  ex vivo  volume than mechanical callipers (R 2  = 0.7993, p = 0.0002 vs. R 2  = 0.7867, p = 0.0014). HF-US showed that the amplicon caused lobe formation. BFI demonstrated retention and expression of the amplicon in the xenografts and quantitation of the fluorescence levels also correlated with tumour volumes. Conclusions The use of multi-modal imaging provided useful and enhanced insights into the behaviour of gene therapy vectors  in vivo  in real-time. These relatively inexpensive technologies are easy to incorporate into pre-clinical studies.",The use of high-frequency ultrasound imaging and biofluorescence for   evaluation of gene therapy vectors,3831818,24219244.0,2013
"Background The heart is subject to structural and functional changes with advancing age. However, the magnitude of cardiac age-dependent transformation has not been conclusively elucidated. Methods This retrospective cardiac magnetic resonance (CMR) study included 183 subjects with normal structural and functional ventricular values. End systolic volume (ESV), end diastolic volume (EDV), and ejection fraction (EF) were obtained from the left and the right ventricle in breath-hold cine CMR. Patients were classified into four age groups (20–29, 30–49, 50–69, and ≥70 years) and cardiac measurements were compared using Pearson’s rank correlation over the four different groups. Results With advanced age a slight but significant decrease in ESV (r=−0.41 for both ventricles, P<0.001) and EDV (r=−0.39 for left ventricle, r=−0.35 for right ventricle, P<0.001) were observed associated with a significant increase in left (r=0.28, P<0.001) and right (r=0.27, P<0.01) ventricular EF reaching a maximal increase in EF of +8.4% (P<0.001) for the left and +6.1% (P<0.01) for the right ventricle in the oldest compared to the youngest patient group. Left ventricular myocardial mass significantly decreased over the four different age groups (P<0.05). Conclusions The aging process is associated with significant changes in left and right ventricular EF, ESV and EDV in subjects with no cardiac functional and structural abnormalities. These findings underline the importance of using age adapted values as standard of reference when evaluating CMR studies.",Age-related normal structural and functional ventricular values in cardiac function assessed by magnetic resonance,3626771,23391039.0,2013
"Background Concerns have been raised regarding growth in advanced diagnostic imaging use. This study evaluated trends in national outpatient MRI/CT utilization rates during 2000-2009 and factors associated with utilization. Methods This retrospective database analysis used data on all respondents in the nationally representative U.S. Medical Expenditure Panel Survey (MEPS) during 2000-2009. Visits involving advanced diagnostic imaging were identified based on self-reported use of MRI or CT tests at emergency departments, office-based medical providers, and outpatient departments. The imaging utilization rate was defined as the number of outpatient visits with MRI/CT per 1,000 person-years. Results were weighted to create nationally representative estimates at the person-year level for each year and the pooled 10-year period. A multivariate logistic regression was estimated to identify predictors of imaging use. Results A total of 319,246 person-years were included in the analysis. MRI/CT utilization rates increased from 64.3 to 109.1 per 1,000 person years from 2000 to 2009, with older persons, females and Medicare enrollees having higher rates of use. Growth in imaging slowed in recent years; the average annual decline in the imaging growth rate was larger than that for all outpatient services (4.7% vs. 0.9%). The percentage of respondents with MRI/CT use (6.7% during 2000-2009) also increased at a slower rate in later years and declined during 2007-2009. The average number of MRI/CT visits among imaging users was steady at about 1.5 visits during 2000-2009. Age, female gender, White race, HMO participation, and all payer types (vs. uninsured) were significant predictors of imaging use. Compared to 2005, years 2000-2003 were associated with a significantly lower likelihood of imaging use, while years 2004-2009 were not significantly associated, suggesting a slow-down in later years. Conclusions Growth in advanced imaging utilization appears to have slowed in recent years, a finding of potential interest to policy-makers and payers.","National trends in advanced outpatient diagnostic imaging utilization: an analysis of the medical expenditure panel survey, 2000-2009",4222739,24279724.0,2013
"Graphical abstract The structural diversity and SAR in a series of imidazopyridazine inhibitors of  Plasmodium falciparum  calcium dependent protein kinase 1 ( Pf CDPK1) has been explored and extended. The opportunity to further improve key ADME parameters by means of lowering log D was identified, and this was achieved by replacement of a six-membered (hetero)aromatic linker with a pyrazole. A short SAR study has delivered key examples with useful in vitro activity and ADME profiles, good selectivity against a human kinase panel and improved levels of lipophilic ligand efficiency. These new analogues thus provide a credible additional route to further development of the series.",Imidazopyridazines as potent inhibitors of   calcium-dependent protein kinase 1 ( CDPK1): Preparation and evaluation of pyrazole linked analogues,3809513,24035097.0,2013
Graphical abstract A series of imidazopyridazines which are potent inhibitors of  Plasmodium falciparum  calcium-dependent protein kinase 1 ( Pf CDPK1) was identified from a high-throughput screen against the isolated enzyme. Subsequent exploration of the SAR and optimisation has yielded leading members which show promising in vitro anti-parasite activity along with good in vitro ADME and selectivity against human kinases. Initial in vivo testing has revealed good oral bioavailability in a mouse PK study and modest in vivo efficacy in a  Plasmodium berghei  mouse model of malaria.,Substituted imidazopyridazines are potent and selective inhibitors of   calcium-dependent protein kinase 1 ( CDPK1),3898741,23570789.0,2013
"Graphical abstract In vivo imaging of voltage-gated sodium channels (VGSCs) can potentially provide insights into the activation of neuronal pathways and aid the diagnosis of a number of neurological diseases. The iminodihydroquinoline WIN17317-3 is one of the most potent sodium channel blockers reported to date and binds with high affinity to VGSCs throughout the rat brain. We have synthesized a  125 I-labeled analogue of WIN17317-3 and evaluated the potential of the tracer for imaging of VGSCs with SPECT. Automated patch clamp studies with CHO cells expressing the Na v 1.2 isoform and displacement studies with [ 3 H]BTX yielded comparable results for the non-radioactive iodinated iminodihydroquinoline and WIN17317-3. However, the  125 I-labeled tracer was rapidly metabolized in vivo, and suffered from low brain uptake and high accumulation of radioactivity in the intestines. The results suggest that iminodihydroquinolines are poorly suited for tracer development.",Synthesis and evaluation of a  I-labeled iminodihydroquinoline-derived tracer for imaging of voltage-gated sodium channels,3764405,23910595.0,2013
"In response to toxic stimuli, BCL2L11 (also known as BIM), a BH3-only protein, is released from its interaction with dynein light chain 1 (DYNLL1 also known as LC8) and can induce apoptosis by inactivating anti-apoptotic BCL2 proteins and by activating BAX-BAK1. Recently, we discovered that BCL2L11 interacts with BECN1 (Beclin 1), and that this interaction is facilitated by DYNLL1. BCL2L11 recruits BECN1 to microtubules by bridging BECN1 and DYNLL1, thereby inhibiting autophagy. In starvation conditions, BCL2L11 is phosphorylated by MAPK8/JNK and this phosphorylation abolishes the BCL2L11-DYNLL1 interaction, allowing dissociation of BCL2L11 and BECN1, thereby ameliorating autophagy inhibition. This finding demonstrates a novel function of BIM beyond its roles in apoptosis, highlighting the crosstalk between autophagy and apoptosis, and suggests that BCL2L11’s dual effects in inhibiting autophagy and promoting apoptosis may have important roles in disease pathogenesis.",BCL2L11/BIM A novel molecular link between autophagy and apoptosis,3542209,23064249.0,2013
"To study mitochondrial protein age dynamics, we targeted a time-sensitive fluorescent protein, MitoTimer, to the mitochondrial matrix. Mitochondrial age was revealed by the integrated portions of young (green) and old (red) MitoTimer protein. Mitochondrial protein age was dependent on turnover rates as pulsed synthesis, decreased import, or autophagic inhibition all increased the proportion of aged MitoTimer protein. Mitochondrial fusion promotes the distribution of young mitochondrial protein across the mitochondrial network as cells lacking essential fusion genes  Mfn1  and  Mfn2  displayed increased heterogeneity in mitochondrial protein age. Experiments in hippocampal neurons illustrate that the distribution of older and younger mitochondrial protein within the cell is determined by subcellular spatial organization and compartmentalization of mitochondria into neurites and soma. This effect was altered by overexpression of mitochondrial transport protein, RHOT1/MIRO1. Collectively our data show that distribution of young and old protein in the mitochondrial network is dependent on turnover, fusion, and transport.","MitoTimer probe reveals the impact of autophagy, fusion, and motility on subcellular distribution of young and old mitochondrial protein and on relative mitochondrial protein age",4028338,24149000.0,2013
"Salinomycin is perhaps the first promising compound that was discovered through high throughput screening in cancer stem cells. This novel agent can selectively eliminate breast and other cancer stem cells, though the mechanism of action remains unclear. In this study, we found that salinomycin induced autophagy in human non-small cell lung cancer (NSCLC) cells. Furthermore, we demonstrated that salinomycin stimulated endoplasmic reticulum stress and mediated autophagy via the ATF4-DDIT3/CHOP-TRIB3-AKT1-MTOR axis. Moreover, we found that the autophagy induced by salinomycin played a prosurvival role in human NSCLC cells and attenuated the apoptotic cascade. We also showed that salinomycin triggered more apoptosis and less autophagy in A549 cells in which  CDH1  expression was inhibited, suggesting that the inhibition of autophagy might represent a promising strategy to target cancer stem cells. In conclusion, these findings provide evidence that combination treatment with salinomycin and pharmacological autophagy inhibitors will be an effective therapeutic strategy for eliminating cancer cells as well as cancer stem cells.",Salinomycin induces cell death with autophagy through activation of endoplasmic reticulum stress in human cancer cells,3722315,23670030.0,2013
"Fluorescent Timer, or DsRed1-E5, is a mutant of the red fluorescent protein, dsRed, in which fluorescence shifts over time from green to red as the protein matures. This molecular clock gives temporal and spatial information on protein turnover. To visualize mitochondrial turnover, we targeted Timer to the mitochondrial matrix with a mitochondrial-targeting sequence (coined “MitoTimer”) and cloned it into a tetracycline-inducible promoter construct to regulate its expression. Here we report characterization of this novel fluorescent reporter for mitochondrial dynamics. Tet-On HEK 293 cells were transfected with pTRE-tight-MitoTimer and production was induced with doxycycline (Dox). Mitochondrial distribution was demonstrated by fluorescence microscopy and verified by subcellular fractionation and western blot analysis. Dox addition for as little as 1 h was sufficient to induce MitoTimer expression within 4 h, with persistence in the mitochondrial fraction for up to 6 d. The color-specific conformation of MitoTimer was stable after fixation with 4% paraformaldehyde. Ratiometric analysis of MitoTimer revealed a time-dependent transition from green to red over 48 h and was amenable to analysis by fluorescence microscopy and flow cytometry of whole cells or isolated mitochondria. A second Dox administration 48 h after the initial induction resulted in a second round of expression of green MitoTimer. The extent of new protein incorporation during a second pulse was increased by administration of a mitochondrial uncoupler or simvastatin, both of which trigger mitophagy and biogenesis. MitoTimer is a novel fluorescent reporter protein that can reveal new insights into mitochondrial dynamics within cells. Coupled with organelle flow cytometry, it offers new opportunities to investigate mitochondrial subpopulations by biochemical or proteomic methods.",MitoTimer A novel tool for monitoring mitochondrial turnover,4028337,24128932.0,2013
"Increasing evidence suggests oxidative damage as a key factor contributing to the failure of the conventional outflow pathway tissue to maintain appropriate levels of intraocular pressure, and thus increase the risk for developing glaucoma, a late-onset disease which is the second leading cause of permanent blindness worldwide. Autophagy is emerging as an essential cellular survival mechanism against a variety of stressors, including oxidative stress. Here, we have monitored, by using different methodologies (LC3-I to LC3-II turnover, tfLC3, and Cyto ID), the induction of autophagy and autophagy flux in TM cells subjected to a normobaric hyperoxic model of mild chronic oxidative stress. Our data indicate the MTOR-mediated activation of autophagy and nuclear translocation of TFEB in oxidatively stressed TM cells, as well as the role of autophagy in the occurrence of SA-GLB1/SA-β-gal. Concomitant with the activation of the autophagic pathway, TM cells grown under oxidative stress conditions displayed, however, reduced cathepsin (CTS) activities, reduced lysosomal acidification and impaired CTSB proteolytic maturation, resulting in decreased autophagic flux. We propose that diminished autophagic flux induced by oxidative stress might represent one of the factors leading to progressive failure of cellular TM function with age and contribute to the pathogenesis of primary open angle glaucoma.",Lysosomal basification and decreased autophagic flux in oxidatively stressed trabecular meshwork cells Implications for glaucoma pathogenesis,3627672,23360789.0,2013
"Although hypoxia can cause cell cycle arrest, it may simultaneously suppress a conversion from this arrest to senescence. Furthermore, hypoxia can suppress senescence caused by diverse stimuli, maintaining reversible quiescence instead. Hypoxia activates autophagy and inhibits MTOR, thus also activating autophagy. What is the relationship between autophagy and cellular senescence? Also, can inhibition of MTOR and stimulation of autophagy explain the gerosuppressive effects of hypoxia?","Hypoxia, MTOR and autophagy Converging on senescence or quiescence",3552896,23192222.0,2013
"Autophagosomes are formed by double-membraned structures, which engulf portions of cytoplasm. Autophagosomes ultimately fuse with lysosomes, where their contents are degraded. The origin of the autophagosome membrane may involve different sources, such as mitochondria, Golgi, endoplasmic reticulum, plasma membrane, and recycling endosomes. We recently observed that ATG9 localizes on the plasma membrane in clathrin-coated structures and is internalized following a classical endocytic pathway through early and then recycling endosomes. By contrast, ATG16L1 is also internalized by clathrin-mediated endocytosis but via different clathrin-coated pits, and appears to follow a different route to the recycling endosomes. The R-SNARE VAMP3 mediates the coalescence of the 2 different pools of vesicles (containing ATG16L1 or ATG9) in recycling endosomes. The heterotypic fusion between ATG16L1- and ATG9-containing vesicles strongly correlates with subsequent autophagosome formation. Thus, ATG9 and ATG16L1 both traffic from the plasma membrane to autophagic precursor structures and provide 2 routes from the plasma membrane to autophagosomes.",ATG16L1 meets ATG9 in recycling endosomes Additional roles for the plasma membrane and endocytosis in autophagosome biogenesis,4389876,24257061.0,2013
"Gastrointestinal stromal tumor (GIST) is a prototype of mutant  KIT  oncogene-driven tumor. Prolonged tyrosine kinase inhibitor (TKI) treatment may result in a resistant phenotype through acquired secondary  KIT  mutation. Heat shock protein 90 (HSP90AA1) is a chaperone protein responsible for protein maturation and stability, and KIT is a known client protein of HSP90AA1. Inhibition of HSP90AA1 has been shown to destabilize KIT protein by enhancing its degradation via the proteasome-dependent pathway. In this study, we demonstrated that NVP-AUY922 (AUY922), a new class of HSP90AA1 inhibitor, is effective in inhibiting the growth of GIST cells expressing mutant KIT protein, the imatinib-sensitive GIST882 and imatinib-resistant GIST48 cells. The growth inhibition was accompanied with a sustained reduction of both total and phosphorylated KIT proteins and the induction of apoptosis in both cell lines. Surprisingly, AUY922-induced KIT reduction could be partially reversed by pharmacological inhibition of either autophagy or proteasome degradation pathway. The blockade of autophagy alone led to the accumulation of the KIT protein, highlighting the role of autophagy in endogenous KIT turnover. The involvement of autophagy in endogenous and AUY922-induced KIT protein turnover was further confirmed by the colocalization of KIT with MAP1LC3B-, acridine orange- or SQSTM1-labeled autophagosome, and by the accumulation of KIT in GIST cells by silencing either  BECN1  or  ATG5  to disrupt autophagosome activity. Therefore, the results not only highlight the potential application of AUY922 for the treatment of KIT-expressing GISTs, but also provide the first evidence for the involvement of autophagy in endogenous and HSP90AA1 inhibitor-induced KIT degradation.",Autophagy is involved in endogenous and NVP-AUY922-induced KIT degradation in gastrointestinal stromal tumors,3552885,23196876.0,2013
"Flies expressing the most common Parkinson disease (PD)-related mutation,  LRRK2-G2019S , in their dopaminergic neurons show loss of visual function and degeneration of the retina, including mitochondrial abnormalities, apoptosis and autophagy. Since the photoreceptors that degenerate are not dopaminergic, this demonstrates nonautonomous degeneration, and a spread of pathology. This provides a model consistent with Braak’s hypothesis on progressive PD. The loss of visual function is specific for the  G2019S  mutation, implying the cause is its increased kinase activity, and is enhanced by increased neuronal activity. These data suggest novel explanations for the variability in animal models of PD. The specificity of visual loss to  G2019S , coupled with the differences in neural firing rate, provide an explanation for the variability between people with PD in visual tests.","Spread of neuronal degeneration in a dopaminergic, Lrrk-G2019S model of Parkinson disease",3672307,23529190.0,2013
"Impairment of autophagy in patients and animal models severely affects mechanically strained tissues such as skeletal muscle, heart, lung and kidney, leading for example to muscle dystrophy, cardiomyopathy and renal injury. However, the reason for this high reliance on autophagy remained largely elusive. Recent work in our lab now provides a possible explanation. We identified chaperone-assisted selective autophagy (CASA) as a tension-induced autophagy pathway essential for mechanotransduction in mammalian cells.",Tension-induced autophagy May the chaperone be with you,3672301,23518596.0,2013
"Failure to engage apoptosis appears to be a leading mechanism of resistance to traditional platinum drugs in patients with ovarian cancer. Therefore, an alternative strategy to induce cell death is needed for the chemotherapy of this apoptosis-resistant cancer. Here we report that autophagic cell death, distinct from cisplatin-induced apoptosis, is triggered by a novel monofunctional platinum (II) complex named Mono-Pt in human ovarian carcinoma cells. Mono-Pt-induced cell death has the following features: cytoplasmic vacuolation, caspase-independent, no nuclear fragmentation or chromatin condensation, and no apoptotic bodies. These characteristics integrally indicated that Mono-Pt, rather than cisplatin, initiated a nonapoptotic cell death in Caov-3 ovarian carcinoma cells. Furthermore, incubation of the cells with Mono-Pt but not with cisplatin produced an increasing punctate distribution of microtubule-associated protein 1 light chain 3 (LC3), and an increasing ratio of LC3-II to LC3-I. Mono-Pt also caused the formation of autophagic vacuoles as revealed by monodansylcadaverine staining and transmission electron microscopy. In addition, Mono-Pt-induced cell death was significantly inhibited by the knockdown of either  BECN1  or  ATG7  gene expression, or by autophagy inhibitors 3-methyladenine, chloroquine and bafilomycin A 1 . Moreover, the effect of Mono-Pt involved the AKT1-MTOR-RPS6KB1 pathway and MAPK1 (ERK2)/MAPK3 (ERK1) signaling, since the MTOR inhibitor rapamycin increased, while the MAPK1/3 inhibitor U0126 decreased Mono-Pt-induced autophagic cell death. Taken together, our results suggest that Mono-Pt exerts anticancer effect via autophagic cell death in apoptosis-resistant ovarian cancer. These findings lead to increased options for anticancer platinum drugs to induce cell death in cancer.","Novel monofunctional platinum (II) complex Mono-Pt induces apoptosis-independent autophagic cell death in human ovarian carcinoma cells, distinct from cisplatin",3722334,23580233.0,2013
"Tumor hypoxia underlies treatment failure and yields more aggressive and metastatic cancer phenotypes. Although therapeutically targeting these hypoxic environments has been proposed for many years, to date no approaches have shown the therapeutic value to gain regulatory approval. Here, we demonstrated that a novel hypoxia-activated prodrug, Q6, exhibits potent antiproliferative efficacy under hypoxic conditions and induces caspase-dependent apoptosis in 2 hepatocellular carcinoma (HCC) cell lines, with no obvious toxicity being detected in 2 normal liver cell lines. Treatment with Q6 markedly downregulated HIF1A [hypoxia inducible factor 1, α subunit (basic helix-loop-helix transcription factor)] expression and transcription of the downstream target gene,  VEGFA  (vascular endothelial growth factor A). This dual hypoxia-targeted modulation mechanism leads to high potency in suppressing tumor growth and vascularization in 2 in vivo models. Intriguingly, it is the autophagy-dependent degradation pathway that plays a crucial role in Q6-induced attenuation of HIF1A expression, rather than the proteasome-dependent pathway, which is normally regarded as the predominant mechanism underlying posttranslational regulation of HIF1A. Inhibition of autophagy, either by short interfering RNA (siRNA) or by chemical inhibitors, blocked Q6-induced HIF1A degradation. Autophagic degradation of HIF1A was further confirmed by the observation that HIF1A coimmunoprecipitated with the ubiquitin-binding adaptor protein, SQSTM1, which is degraded through autophagy. Additionally, silencing of  SQSTM1  inhibited Q6-induced HIF1A degradation. These findings suggest that the novel hypoxia-targeted agent, Q6, has potential clinical value in the therapy of HCC. Furthermore, the identification of autophagy as a crucial regulator of HIF1A provides new insights into hypoxia-related treatments.","Q6, a novel hypoxia-targeted drug, regulates hypoxia-inducible factor signaling via an autophagy-dependent mechanism in hepatocellular carcinoma",4389865,24220190.0,2013
"Lysosomes contain various hydrolases that can degrade proteins, lipids, nucleic acids and carbohydrates. We recently discovered “RNautophagy,” an autophagic pathway in which RNA is directly taken up by lysosomes and degraded. A lysosomal membrane protein, LAMP2C, a splice variant of LAMP2, binds to RNA and acts as a receptor for this pathway. In the present study, we show that DNA is also directly taken up by lysosomes and degraded. Like RNautophagy, this autophagic pathway, which we term “DNautophagy,” is dependent on ATP. The cytosolic sequence of LAMP2C also directly interacts with DNA, and LAMP2C functions as a receptor for DNautophagy, in addition to RNautophagy. Similarly to RNA, DNA binds to the cytosolic sequences of fly and nematode LAMP orthologs. Together with the findings of our previous study, our present findings suggest that RNautophagy and DNautophagy are evolutionarily conserved systems in Metazoa.",Direct uptake and degradation of DNA by lysosomes,3748189,23839276.0,2013
"During early embryogenesis, before the conceptus forms the placenta, maternal nutrients as well as signaling molecules must reach the embryo proper through a tightly sealed epithelial tissue, the visceral endoderm (VE). The VE serves as a signaling center for embryogenesis, where exocytic and endocytic processes integrate signal production, perception and termination. However, the endocytic process in this important tissue has not been well characterized. We show that endocytic delivery to the lysosomes occurs via RAB7-dependent microautophagy. This process is essential for early mammalian development.",Microautophagy in the visceral endoderm is essential for mouse early development,3552893,23108279.0,2013
"Age-related macular degeneration (AMD) is a complex, degenerative and progressive eye disease that usually does not lead to complete blindness, but can result in severe loss of central vision. Risk factors for AMD include age, genetics, diet, smoking, oxidative stress and many cardiovascular-associated risk factors. Autophagy is a cellular housekeeping process that removes damaged organelles and protein aggregates, whereas heterophagy, in the case of the retinal pigment epithelium (RPE), is the phagocytosis of exogenous photoreceptor outer segments. Numerous studies have demonstrated that both autophagy and heterophagy are highly active in the RPE. To date, there is increasing evidence that constant oxidative stress impairs autophagy and heterophagy, as well as increases protein aggregation and causes inflammasome activation leading to the pathological phenotype of AMD. This review ties together these crucial pathological topics and reflects upon autophagy as a potential therapeutic target in AMD.",Autophagy and heterophagy dysregulation leads to retinal pigment epithelium dysfunction and development of age-related macular degeneration,3722332,23590900.0,2013
"Understanding the molecular mechanisms promoting therapy resistance is important. Previously, we reported that VEGFC can promote cancer cell survival during stress via interaction with its receptor NRP2. While examining the molecular mechanisms involved in this survival, we performed a microarray study in which we identified two genes,  WDFY1  and  LAMP2 , which have been suggested to function in autophagy. Our subsequent studies further confirmed the regulation of autophagy by the VEGFC-NRP2 axis in cancer during starvation- and chemotherapy-induced stress. We are currently in the process of determining the mechanism(s) through which WDFY1 and LAMP2 control autophagy; however, we did observe an increase in MTOR complex 1 (MTORC1) activity after the depletion of the VEGFC-NRP2 axis. It would therefore be interesting to study whether WDFY1 and LAMP2 can influence MTORC1 activity and regulate autophagy. Taken together, our data suggest that targeting the VEGFC-NRP2 axis in combination with chemotherapy could be an effective treatment for advanced cancers.",Angiogenic growth factor axis in autophagy regulation,3669190,23388383.0,2013
